pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21884495
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26487902,0.26897514
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30428737,0.31277806,0.31762356
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37569344,0.39391074,0.4050293,0.41105822
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37625292,0.40468514,0.42363822,0.43502298,0.4413859
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3860389,0.41037157,0.44051108,0.46092904,0.4730106,0.47999063
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.5608376,0.58728534,0.6186837,0.65696293,0.68169826,0.695905,0.70389897
0.0,features.31,0.0,0.0,0.0,0.0,0.0,0.7737766,0.8059934,0.8315417,0.8597056,0.8902168,0.9080128,0.9174809,0.92260194
0.0,features.34,0.0,0.0,0.0,0.0,0.82827973,0.8526641,0.8824035,0.90465844,0.9275458,0.9500406,0.9618318,0.9677514,0.9706883
0.0,features.37,0.0,0.0,0.0,0.86578625,0.88098866,0.9037594,0.92973626,0.9474911,0.9645021,0.9791336,0.98586273,0.9888505,0.9903255
0.0,features.40,0.0,0.0,0.88755035,0.896325,0.91096497,0.9318479,0.9542745,0.9686347,0.9808922,0.99032676,0.9941029,0.99561524,0.99632686
0.0,features.43,0.0,0.89915085,0.9033521,0.912,0.92620045,0.9459822,0.9659131,0.97780526,0.98746574,0.9941834,0.99668247,0.9976213,0.99804986
0.0,features.46,0.89892155,0.89934963,0.90352887,0.91206443,0.9261606,0.94564694,0.965516,0.97750133,0.98733395,0.9941809,0.9967198,0.99771416,0.99813676
0.89999986,features.49,0.9010785,0.90149945,0.90556884,0.9138243,0.9274055,0.946323,0.96574444,0.97721523,0.9865566,0.9932141,0.9957831,0.9968461,0.9973348
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
